3.155218945999999960e+02,8.400000000000000000e+01
3.157716664000000151e+02,8.400000000000000000e+01
3.160237445999999863e+02,8.400000000000000000e+01
3.162805420000000254e+02,8.600000000000000000e+01
3.165307253999999944e+02,8.600000000000000000e+01
3.167799913000000060e+02,8.600000000000000000e+01
3.170402093000000150e+02,8.600000000000000000e+01
3.172878931000000193e+02,8.400000000000000000e+01
3.175345118999999841e+02,8.400000000000000000e+01
3.177868397999999956e+02,8.400000000000000000e+01
3.180363525999999865e+02,8.400000000000000000e+01
3.182962880000000041e+02,8.400000000000000000e+01
3.185489021000000207e+02,8.400000000000000000e+01
3.188012046000000055e+02,8.400000000000000000e+01
3.190635414999999853e+02,8.400000000000000000e+01
3.193176869999999781e+02,8.300000000000000000e+01
3.195671727000000146e+02,8.300000000000000000e+01
3.198191373000000226e+02,8.300000000000000000e+01
3.200808890000000133e+02,8.300000000000000000e+01
3.203467665000000011e+02,8.800000000000000000e+01
3.205960107999999877e+02,8.800000000000000000e+01
3.208474613000000204e+02,8.800000000000000000e+01
3.211297208999999953e+02,8.800000000000000000e+01
3.213855631999999787e+02,8.700000000000000000e+01
3.216349604999999769e+02,8.700000000000000000e+01
3.218827699000000280e+02,8.700000000000000000e+01
3.221315589999999816e+02,8.600000000000000000e+01
3.223809203000000139e+02,8.600000000000000000e+01
3.226350777000000107e+02,8.600000000000000000e+01
3.228874248000000193e+02,8.600000000000000000e+01
3.231378232999999796e+02,7.900000000000000000e+01
3.233883683999999903e+02,7.900000000000000000e+01
3.236386360000000195e+02,7.900000000000000000e+01
3.238906441000000314e+02,7.900000000000000000e+01
3.241419587000000320e+02,8.200000000000000000e+01
3.243953008999999952e+02,8.200000000000000000e+01
3.246553261000000248e+02,8.200000000000000000e+01
3.249016285000000153e+02,8.200000000000000000e+01
3.251574130000000196e+02,8.200000000000000000e+01
3.254126036999999769e+02,8.200000000000000000e+01
3.256621405000000209e+02,8.200000000000000000e+01
3.259130210999999804e+02,8.200000000000000000e+01
3.261633878000000095e+02,8.300000000000000000e+01
3.264095897999999920e+02,8.300000000000000000e+01
3.266661106000000245e+02,8.300000000000000000e+01
